City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Oranjestad,AW,2022-04-06 23:17:28,12.524,-70.027,80.55,74,20,21.85
293,Provideniya,RU,2022-04-06 23:17:28,64.3833,-173.3,0.36,71,0,8.99
294,Lebu,CL,2022-04-06 23:17:29,-37.6167,-73.65,57.38,89,85,5.64
295,Noumea,NC,2022-04-06 23:14:44,-22.2763,166.4572,82.38,99,100,21.23
296,Honningsvag,NO,2022-04-06 23:17:29,70.9821,25.9704,33.55,69,100,24.16
297,Loja,EC,2022-04-06 23:17:29,-3.9931,-79.2042,65.61,64,75,9.22
298,Kerrville,US,2022-04-06 23:13:47,30.0474,-99.1403,76.48,20,0,17.27
299,Tuatapere,NZ,2022-04-06 23:17:30,-46.1333,167.6833,50.81,68,100,1.97
300,Gimli,CA,2022-04-06 23:17:30,50.6336,-96.9907,33.82,93,100,18.41
301,Hamilton,US,2022-04-06 23:15:38,39.1834,-84.5333,55.53,89,75,10.36
302,Estacion Coahuila,MX,2022-04-06 23:17:30,32.1939,-115.0017,95.9,5,0,19.44
303,Parabel,RU,2022-04-06 23:17:31,58.6978,81.4825,29.71,78,76,13.29
304,Codrington,AU,2022-04-06 23:17:31,-38.2667,141.9667,63.54,67,92,11.32
305,Banda Aceh,ID,2022-04-06 23:17:31,5.5577,95.3222,77.79,79,100,4.14
306,Coahuayana,MX,2022-04-06 23:17:32,18.7333,-103.6833,81.73,54,95,6.22
307,Tazovskiy,RU,2022-04-06 23:15:09,67.4667,78.7,4.59,99,78,6.78
308,Havre,FR,2022-04-06 23:17:32,49.5833,0.3333,51.35,87,100,19.57
309,High Level,CA,2022-04-06 23:17:32,58.5169,-117.136,46.51,34,40,9.22
310,Urumqi,CN,2022-04-06 23:17:33,43.801,87.6005,59.95,25,0,11.18
311,Williams Lake,CA,2022-04-06 23:15:38,52.1415,-122.1445,48.06,33,100,13.8
312,Faanui,PF,2022-04-06 23:17:33,-16.4833,-151.75,82.78,73,66,22.88
313,Baker,US,2022-04-06 23:14:59,30.5882,-91.1682,85.78,79,0,9.22
314,Minsk,BY,2022-04-06 23:16:55,53.9,27.5667,38.95,98,100,13.04
315,Sabang,ID,2022-04-06 23:17:34,5.8933,95.3214,81.39,68,100,1.34
316,Plouzane,FR,2022-04-06 23:17:34,48.3833,-4.6167,52.12,93,100,19.57
317,Kamenka,RU,2022-04-06 23:17:35,51.3223,42.7678,41.05,85,100,9.71
318,Kintampo,GH,2022-04-06 23:17:35,8.0563,-1.7306,76.24,85,100,7.23
319,Quesnel,CA,2022-04-06 23:18:36,52.9999,-122.5029,48.7,21,0,16.11
320,Upernavik,GL,2022-04-06 23:18:36,72.7868,-56.1549,-3.86,99,66,9.01
321,Sao Paulo De Olivenca,BR,2022-04-06 23:18:36,-3.3783,-68.8725,75.27,90,69,0.89
322,Piraquara,BR,2022-04-06 23:18:37,-25.4417,-49.0633,66.49,76,75,8.05
323,Aklavik,CA,2022-04-06 23:18:37,68.2191,-135.0107,24.8,42,20,9.22
324,Broome,US,2022-04-06 23:18:37,42.2506,-75.833,53.47,81,100,16.11
325,Poum,NC,2022-04-06 23:18:38,-20.2333,164.0167,81.01,85,100,24.74
326,Hauterive,FR,2022-04-06 23:18:38,46.0901,3.4459,52.56,84,100,9.06
327,Edd,ER,2022-04-06 23:16:15,13.9297,41.6925,87.33,26,0,15.57
328,Port Blair,IN,2022-04-06 23:18:38,11.6667,92.75,79.84,80,100,3.69
329,Urdoma,RU,2022-04-06 23:18:39,61.7533,48.5442,31.46,99,100,5.1
330,Santa Maria,BR,2022-04-06 23:18:39,-29.6842,-53.8069,66.61,93,14,4.65
331,Anadyr,RU,2022-04-06 23:18:39,64.75,177.4833,1.9,71,0,17.9
332,Gorontalo,ID,2022-04-06 23:18:40,0.5412,123.0595,77.25,91,100,0.78
333,Gat,IL,2022-04-06 23:17:04,31.61,34.7642,62.4,100,12,6.73
334,Lamu,KE,2022-04-06 23:18:40,-2.2717,40.902,82.62,79,1,11.21
335,Martapura,ID,2022-04-06 23:18:40,-3.4167,114.85,75.29,100,40,3.44
336,Isangel,VU,2022-04-06 23:18:41,-19.55,169.2667,78.91,94,100,17.9
337,Fukue,JP,2022-04-06 23:18:41,32.6881,128.8419,59.36,82,75,2.3
338,Chernaya Kholunitsa,RU,2022-04-06 23:18:41,58.8511,51.7154,32.05,98,100,9.26
339,Mahon,ES,2022-04-06 23:18:42,39.8885,4.2658,50.56,87,0,6.91
340,Carahue,CL,2022-04-06 23:15:36,-38.7,-73.1667,57.33,85,99,2.44
341,Chekmagush,RU,2022-04-06 23:18:42,55.1319,54.6556,35.69,99,100,17.63
342,Daru,PG,2022-04-06 23:18:43,-9.0763,143.2092,82.47,74,67,6.42
343,Yulara,AU,2022-04-06 23:18:43,-25.2406,130.9889,69.64,43,0,16.11
344,Spirovo,RU,2022-04-06 23:18:43,57.419,34.9766,26.74,85,97,6.85
345,Cayenne,GF,2022-04-06 23:17:56,4.9333,-52.3333,81.09,1,75,10.36
346,Sarangani,PH,2022-04-06 23:18:44,5.4033,125.4636,81.79,79,99,15.7
347,Jumla,NP,2022-04-06 23:15:04,29.2747,82.1838,46.42,36,0,5.17
348,Jaragua,BR,2022-04-06 23:18:44,-15.7569,-49.3344,77.27,60,92,4.43
349,Ada,US,2022-04-06 23:18:44,43.4166,-116.1262,55.49,25,0,7.0
350,Nuuk,GL,2022-04-06 23:18:45,64.1835,-51.7216,27.21,93,100,8.05
351,Standerton,ZA,2022-04-06 23:18:45,-26.9337,29.2415,52.59,51,0,3.36
352,Mackay,AU,2022-04-06 23:15:38,-21.15,149.2,81.68,64,52,13.62
353,Misratah,LY,2022-04-06 23:18:45,32.3754,15.0925,68.81,61,43,9.37
354,Namatanai,PG,2022-04-06 23:18:46,-3.6667,152.4333,77.02,91,100,10.96
355,Evreux,FR,2022-04-06 23:18:46,49.0241,1.1508,51.91,81,100,16.11
356,Roald,NO,2022-04-06 23:18:46,62.5833,6.1333,32.76,74,0,12.66
357,Pocoes,BR,2022-04-06 23:18:47,-14.5297,-40.3653,66.72,89,20,4.63
358,Swan River,CA,2022-04-06 23:18:47,52.1058,-101.2676,39.09,56,94,13.8
359,Ferkessedougou,CI,2022-04-06 23:18:47,9.6,-5.2,82.36,62,78,8.86
360,Taoudenni,ML,2022-04-06 23:18:47,22.6783,-3.9836,82.36,15,4,10.2
361,Verkhnyaya Inta,RU,2022-04-06 23:18:48,65.9811,60.3094,-0.18,99,100,1.19
362,Bilibino,RU,2022-04-06 23:18:48,68.0546,166.4372,-5.24,92,84,2.75
363,Jiuquan,CN,2022-04-06 23:18:48,39.7432,98.5174,51.62,15,0,5.39
364,Bethel,US,2022-04-06 23:16:02,41.3712,-73.414,50.36,85,100,13.8
365,Zabol,AF,2022-04-06 23:19:49,32.25,67.25,60.98,17,0,3.85
366,Shenkursk,RU,2022-04-06 23:19:49,62.1091,42.896,18.82,97,49,3.83
367,Saint-Leu,RE,2022-04-06 23:19:49,-21.15,55.2833,77.86,79,83,6.89
368,Bosaso,SO,2022-04-06 23:19:50,11.2842,49.1816,79.65,57,0,5.21
369,Kalmar,SE,2022-04-06 23:19:50,56.6616,16.3616,44.53,94,75,10.36
370,Farafangana,MG,2022-04-06 23:19:50,-22.8167,47.8333,74.93,90,3,3.78
371,Norrtalje,SE,2022-04-06 23:19:51,59.758,18.705,31.01,91,100,4.14
372,Yaan,NG,2022-04-06 23:19:51,7.3833,8.5667,81.32,59,98,4.38
373,Boa Vista,BR,2022-04-06 23:18:52,2.8197,-60.6733,87.78,48,20,5.75
374,Kapoeta,SS,2022-04-06 23:19:51,4.7717,33.5903,85.19,39,30,17.63
375,Bafra,TR,2022-04-06 23:19:52,41.5678,35.9069,48.25,92,73,7.27
376,Farkhor,TJ,2022-04-06 23:19:52,37.4922,69.4036,64.81,30,57,7.78
377,Freeport,US,2022-04-06 23:18:24,40.6576,-73.5832,52.38,78,100,11.5
378,Jackson,US,2022-04-06 23:15:11,42.4165,-122.8345,73.08,34,0,1.99
379,Rawson,AR,2022-04-06 23:19:52,-43.3002,-65.1023,57.09,74,49,16.67
380,Boyolangu,ID,2022-04-06 23:19:53,-8.1181,111.8935,75.42,91,84,3.51
381,Ashtabula,US,2022-04-06 23:19:53,41.7001,-80.7665,57.22,81,100,9.22
382,Wollongong,AU,2022-04-06 23:15:39,-34.4333,150.8833,66.07,94,100,17.76
383,Victoria,HK,2022-04-06 23:16:00,22.2855,114.1577,70.95,78,78,4.0
384,Islampur,IN,2022-04-06 23:19:53,26.2667,88.2,74.35,81,71,11.16
385,Faya,SA,2022-04-06 23:19:54,18.3851,42.4509,60.91,12,0,6.06
386,Atchison,US,2022-04-06 23:19:54,39.563,-95.1216,55.99,50,73,22.06
387,Taltal,CL,2022-04-06 23:19:54,-25.4,-70.4833,70.65,61,23,6.02
388,Kudahuvadhoo,MV,2022-04-06 23:19:55,2.6708,72.8944,82.99,69,40,4.81
389,Kaseda,JP,2022-04-06 23:19:55,31.4167,130.3167,60.46,60,89,8.16
390,Koumac,NC,2022-04-06 23:19:55,-20.5667,164.2833,80.74,87,100,17.96
391,Slave Lake,CA,2022-04-06 23:19:56,55.2834,-114.769,40.98,60,40,11.5
392,Ankang,CN,2022-04-06 23:19:56,32.68,109.0172,59.34,72,0,2.37
393,Inverell,AU,2022-04-06 23:19:56,-29.7833,151.1167,69.12,75,97,4.0
394,Havelock,US,2022-04-06 23:19:42,34.8791,-76.9013,78.98,84,0,10.36
395,Marand,IR,2022-04-06 23:19:57,38.4329,45.7749,58.14,41,100,4.65
396,Amapa,BR,2022-04-06 23:19:57,1.0,-52.0,73.29,98,99,3.22
397,Nokaneng,BW,2022-04-06 23:19:57,-19.6667,22.2667,77.14,36,56,5.59
398,Solnechnyy,RU,2022-04-06 23:19:58,50.7214,136.6319,23.11,72,94,9.48
399,Geraldton,AU,2022-04-06 23:19:58,-28.7667,114.6,72.01,53,47,16.11
400,Itaqui,BR,2022-04-06 23:16:19,-29.1253,-56.5531,74.57,80,90,8.03
401,Tilichiki,RU,2022-04-06 23:19:58,60.4667,166.1,8.69,68,0,7.2
402,Sile,TR,2022-04-06 23:19:58,41.1754,29.6133,45.27,66,1,5.79
403,Channel-Port Aux Basques,CA,2022-04-06 23:19:59,47.5702,-59.1367,31.78,92,41,13.53
404,Bamut,RU,2022-04-06 23:19:59,43.1599,45.1973,40.75,95,94,1.14
405,Saldanha,ZA,2022-04-06 23:19:59,-33.0117,17.9442,59.88,58,46,17.34
406,Portland,US,2022-04-06 23:17:22,45.5234,-122.6762,68.29,40,40,11.5
407,Shache,CN,2022-04-06 23:20:00,38.4167,77.2406,57.7,15,2,3.91
408,Qaqortoq,GL,2022-04-06 23:16:27,60.7167,-46.0333,28.62,81,98,2.06
409,Sirjan,IR,2022-04-06 23:20:00,29.452,55.6814,61.59,18,11,3.42
410,Los Llanos De Aridane,ES,2022-04-06 23:20:01,28.6585,-17.9182,58.75,78,100,14.97
411,Cabo San Lucas,MX,2022-04-06 23:16:18,22.8909,-109.9124,78.62,58,0,12.66
412,Sabha,LY,2022-04-06 23:20:01,27.0377,14.4283,85.12,7,11,14.43
413,Belmonte,BR,2022-04-06 23:21:02,-15.8631,-38.8828,77.05,79,0,4.7
414,Bougouni,ML,2022-04-06 23:21:03,11.417,-7.479,88.43,37,73,2.44
415,San Angelo,US,2022-04-06 23:21:03,31.4638,-100.437,73.62,13,0,15.99
416,Ashitkovo,RU,2022-04-06 23:21:03,55.44,38.59,25.18,90,50,6.26
417,Bamnet Narong,TH,2022-04-06 23:21:04,15.4992,101.6897,73.85,61,40,11.97
418,Hai Duong,VN,2022-04-06 23:21:04,20.9333,106.3167,69.8,61,99,2.66
419,Homer,US,2022-04-06 23:21:05,59.6425,-151.5483,44.8,49,0,14.0
420,Waipawa,NZ,2022-04-06 23:21:06,-41.4122,175.5153,51.91,61,94,18.03
421,Corner Brook,CA,2022-04-06 23:21:06,48.9667,-57.9484,35.76,98,100,5.73
422,Bulgan,MN,2022-04-06 23:16:52,48.8125,103.5347,42.55,40,50,4.38
423,Cabedelo,BR,2022-04-06 23:21:07,-6.9811,-34.8339,79.47,78,56,9.48
424,Karoi,ZW,2022-04-06 23:21:07,-16.8099,29.6925,66.42,88,100,3.36
425,Graaff-Reinet,ZA,2022-04-06 23:21:08,-32.2522,24.5308,48.92,81,1,5.48
426,Businga,CD,2022-04-06 23:21:08,3.3333,20.8833,71.69,96,93,4.85
427,Zhigalovo,RU,2022-04-06 23:21:08,54.8097,105.1578,37.49,97,100,5.59
428,Havoysund,NO,2022-04-06 23:21:09,70.9963,24.6622,34.03,78,99,24.74
429,Aliaga,PH,2022-04-06 23:21:09,15.5167,120.8667,78.15,71,91,3.71
430,Paka,MY,2022-04-06 23:21:09,4.6374,103.4368,75.13,94,40,0.0
431,Marsh Harbour,BS,2022-04-06 23:21:10,26.5412,-77.0636,78.91,76,10,11.39
432,Montmagny,FR,2022-04-06 23:21:10,48.9734,2.3469,52.45,84,100,19.57
433,Mitsamiouli,KM,2022-04-06 23:21:11,-11.3847,43.2844,81.21,77,62,6.76
434,Ilorin,NG,2022-04-06 23:21:11,8.5,4.55,80.96,74,20,9.22
435,Qandala,SO,2022-04-06 23:21:12,11.472,49.8728,80.26,54,0,5.93
436,Praxedis Guerrero,MX,2022-04-06 23:21:13,31.3667,-106.0167,80.06,15,0,6.93
437,Kuytun,RU,2022-04-06 23:16:24,54.3419,101.5036,33.24,97,100,4.74
438,Itarema,BR,2022-04-06 23:21:13,-2.9248,-39.9167,77.02,87,94,7.83
439,Tucupita,VE,2022-04-06 23:21:14,9.0622,-62.051,78.31,49,19,6.06
440,Saint-Pierre,RE,2022-04-06 23:21:14,-21.3393,55.4781,78.48,80,100,16.11
441,Zhuhai,CN,2022-04-06 23:21:15,22.2769,113.5678,72.86,88,0,1.14
442,Bang Saphan,TH,2022-04-06 23:21:15,11.2126,99.5117,75.83,84,96,3.42
443,Boundiali,CI,2022-04-06 23:21:16,9.5217,-6.4869,82.06,59,92,11.34
444,Ciudad Ojeda,VE,2022-04-06 23:21:17,10.1964,-71.3082,84.33,68,93,8.43
445,Tezu,IN,2022-04-06 23:19:12,27.9167,96.1667,67.71,80,71,3.29
446,Pangody,RU,2022-04-06 23:21:17,65.85,74.4859,15.22,93,94,18.95
447,Nalut,LY,2022-04-06 23:21:18,30.3333,10.85,73.53,15,0,12.91
448,Sao Felix Do Xingu,BR,2022-04-06 23:21:18,-6.6447,-51.995,74.95,93,100,1.74
449,Jalu,LY,2022-04-06 23:21:19,29.0331,21.5482,88.12,8,5,13.2
450,Mumford,GH,2022-04-06 23:21:19,5.2618,-0.759,81.88,86,75,5.93
451,Pierre,US,2022-04-06 23:21:20,44.3683,-100.351,50.92,44,100,33.38
452,Smidovich,RU,2022-04-06 23:21:20,48.6,133.8167,25.23,77,79,12.57
453,Alice Springs,AU,2022-04-06 23:19:16,-23.7,133.8833,69.35,32,0,5.75
454,Tahoua,NE,2022-04-06 23:21:21,14.8888,5.2692,87.6,7,100,9.19
455,Nelson Bay,AU,2022-04-06 23:21:22,-32.7167,152.15,72.09,84,100,17.22
456,Iquique,CL,2022-04-06 23:21:22,-20.2208,-70.1431,66.24,80,40,1.45
457,Oliveira,BR,2022-04-06 23:21:23,-20.6964,-44.8272,66.36,93,45,4.45
458,Azul,AR,2022-04-06 23:22:23,-36.777,-59.8585,72.34,43,1,7.27
459,Kushmurun,KZ,2022-04-06 23:22:23,52.4503,64.6311,29.7,94,97,8.66
460,Bubaque,GW,2022-04-06 23:22:24,11.2833,-15.8333,76.28,74,59,18.05
461,Harer,ET,2022-04-06 23:22:24,9.3094,42.1258,61.52,50,13,3.06
462,Izhevskoye,RU,2022-04-06 23:22:25,54.5567,40.8703,29.53,96,100,5.5
463,Ouesso,CG,2022-04-06 23:22:25,1.6136,16.0517,70.27,91,40,0.72
464,Ufimskiy,RU,2022-04-06 23:22:25,56.7084,58.0517,30.92,97,100,10.2
465,Sonoita,MX,2022-04-06 23:22:26,31.85,-112.8333,91.36,9,0,12.26
466,Kainantu,PG,2022-04-06 23:22:26,-6.2887,145.8655,66.0,81,100,2.37
467,Pekalongan,ID,2022-04-06 23:22:26,-6.8886,109.6753,79.02,81,84,5.21
468,Somerset East,ZA,2022-04-06 23:22:27,-32.7217,25.588,51.39,77,33,4.5
469,Key West,US,2022-04-06 23:19:26,24.5557,-81.7826,87.8,71,0,9.22
470,Upington,ZA,2022-04-06 23:22:27,-28.4478,21.2561,55.78,58,0,2.3
471,Buala,SB,2022-04-06 23:22:27,-8.145,159.5921,82.2,78,100,11.12
472,Monster,NL,2022-04-06 23:22:28,52.0258,4.175,51.03,78,100,19.57
473,Orje,NO,2022-04-06 23:22:28,59.4802,11.6602,31.14,82,100,4.09
474,Pitimbu,BR,2022-04-06 23:22:29,-7.4706,-34.8086,79.39,79,74,8.43
475,La Orilla,MX,2022-04-06 23:22:29,17.9833,-102.2333,81.12,57,100,13.2
476,Requena,ES,2022-04-06 23:22:29,39.4883,-1.1004,41.47,81,9,8.55
477,Tucurui,BR,2022-04-06 23:22:30,-3.7661,-49.6725,75.58,94,60,1.86
478,Honiara,SB,2022-04-06 23:22:30,-9.4333,159.95,77.32,88,100,3.29
479,Isilkul,RU,2022-04-06 23:22:30,54.9109,71.2728,30.81,86,23,6.4
480,Vila Franca Do Campo,PT,2022-04-06 23:22:31,37.7167,-25.4333,61.21,88,73,14.88
481,Senanga,ZM,2022-04-06 23:22:31,-16.1167,23.2667,69.55,82,88,6.96
482,Sokol,RU,2022-04-06 23:22:31,59.4617,40.1206,23.54,83,77,10.78
483,Redmond,US,2022-04-06 23:21:19,47.674,-122.1215,64.33,40,81,3.0
484,Mount Isa,AU,2022-04-06 23:22:32,-20.7333,139.5,82.17,20,0,14.97
485,Kanturk,IE,2022-04-06 23:22:32,52.1667,-8.9,43.54,74,71,19.3
486,Talara,PE,2022-04-06 23:22:33,-4.5772,-81.2719,79.56,65,0,21.85
487,Vagur,FO,2022-04-06 23:22:33,61.4732,-6.8119,37.76,82,100,37.04
488,Rio Cuarto,AR,2022-04-06 23:22:33,-33.1307,-64.3499,72.48,43,0,10.78
489,Klaksvik,FO,2022-04-06 23:22:34,62.2266,-6.589,36.52,77,100,40.56
490,Abonnema,NG,2022-04-06 23:22:34,4.7084,6.7931,79.66,86,95,4.97
491,Dukat,RU,2022-04-06 23:22:34,62.55,155.55,7.16,89,100,3.11
492,Seymchan,RU,2022-04-06 23:22:35,62.8833,152.4333,3.87,85,99,0.36
493,Dongsheng,CN,2022-04-06 23:22:35,39.8161,109.9776,45.61,33,2,7.58
494,Ayorou,NE,2022-04-06 23:22:35,14.7308,0.9174,91.98,13,8,5.23
495,Flinders,AU,2022-04-06 23:18:47,-34.5833,150.8552,64.38,92,100,4.0
496,Izvestkovyy,RU,2022-04-06 23:22:36,48.9833,131.55,23.09,75,94,8.61
497,Lianzhou,CN,2022-04-06 23:22:36,24.7811,112.3825,61.81,83,5,2.3
498,Yarada,IN,2022-04-06 23:22:36,17.65,83.2667,78.94,83,63,5.68
499,Mersing,MY,2022-04-06 23:22:37,2.4312,103.8405,73.31,100,99,4.61
500,Shahpur,IN,2022-04-06 23:22:37,16.7,76.8333,84.87,29,44,5.32
501,Belyy Yar,RU,2022-04-06 23:22:37,53.6039,91.3903,53.49,54,0,6.71
502,Druzhba,UA,2022-04-06 23:22:38,52.0428,33.9453,42.62,92,100,13.24
503,Buenavista,PH,2022-04-06 23:22:38,8.9769,125.4089,76.59,89,100,1.07
504,Karnobat,BG,2022-04-06 23:22:38,42.65,26.9833,42.78,79,2,3.06
505,Avallon,FR,2022-04-06 23:22:39,47.4833,3.9,47.43,90,99,18.86
506,Myitkyina,MM,2022-04-06 23:22:39,25.3833,97.4,67.44,75,91,2.26
507,Svetlyy,RU,2022-04-06 23:23:39,54.675,20.1347,48.25,89,100,16.55
508,Sechelt,CA,2022-04-06 23:23:40,49.4664,-123.7694,53.55,61,100,2.35
509,Calvinia,ZA,2022-04-06 23:23:40,-31.4707,19.776,49.41,86,4,2.37
510,Hobyo,SO,2022-04-06 23:23:40,5.3505,48.5268,80.17,71,4,12.17
511,Goure,NE,2022-04-06 23:22:07,13.9835,10.2704,83.16,7,5,8.23
512,Niceville,US,2022-04-06 23:23:41,30.5169,-86.4822,78.58,93,100,12.66
513,Tigil,RU,2022-04-06 23:23:41,57.8,158.6667,29.86,84,100,5.48
514,Manyana,BW,2022-04-06 23:23:41,-23.4,21.7167,65.07,30,0,10.58
515,Laguna,US,2022-04-06 23:23:41,38.421,-121.4238,87.89,19,0,6.91
516,Shihezi,CN,2022-04-06 23:23:42,44.3,86.0333,61.68,25,3,4.32
517,Bowen,AU,2022-04-06 23:23:39,-20.0167,148.2333,79.21,68,47,9.13
518,Sibut,CF,2022-04-06 23:23:42,5.718,19.0739,70.25,92,100,5.32
519,Zanesville,US,2022-04-06 23:22:06,39.9404,-82.0132,57.87,96,100,3.44
520,Kaeo,NZ,2022-04-06 23:23:42,-35.1,173.7833,68.32,76,5,6.6
521,Naze,JP,2022-04-06 23:23:43,28.3667,129.4833,65.32,60,86,4.45
522,Gigmoto,PH,2022-04-06 23:23:43,13.7796,124.39,78.42,91,100,11.68
523,Cam Ranh,VN,2022-04-06 23:23:43,11.9214,109.1591,76.96,73,40,11.5
524,Lethem,GY,2022-04-06 23:23:44,3.3803,-59.7968,84.11,52,41,6.35
525,San Carlos De Bariloche,AR,2022-04-06 23:23:44,-41.1456,-71.3082,53.35,76,75,13.8
526,Aberystwyth,GB,2022-04-06 23:23:44,52.4155,-4.0829,48.88,80,78,35.12
527,Kulhudhuffushi,MV,2022-04-06 23:23:45,6.6221,73.07,83.17,70,17,6.2
528,Kisii,KE,2022-04-06 23:23:45,-0.6817,34.7667,59.83,83,79,3.91
529,Hindley,GB,2022-04-06 23:23:45,53.5333,-2.5833,48.11,70,67,8.99
530,San Francisco,US,2022-04-06 23:22:16,37.7749,-122.4194,87.3,26,20,16.11
531,Hosszuheteny,HU,2022-04-06 23:23:46,46.1641,18.3508,54.41,69,100,3.36
532,Birao,CF,2022-04-06 23:23:46,10.2849,22.7882,84.06,22,34,3.04
533,Sarab,IR,2022-04-06 23:23:46,38.6066,44.9883,55.9,56,100,4.7
534,Jaisalmer,IN,2022-04-06 23:23:47,26.9147,70.9181,82.67,17,0,7.63
535,Komsomolskiy,UZ,2022-04-06 23:23:47,40.4272,71.7189,61.52,44,28,9.22
536,San Quintin,MX,2022-04-06 23:23:47,30.4833,-115.95,68.95,60,0,6.62
537,Vanavara,RU,2022-04-06 23:23:48,60.34,102.2797,33.03,98,100,5.79
538,Coquimbo,CL,2022-04-06 23:23:48,-29.9533,-71.3436,56.93,94,75,9.22
539,Moose Factory,CA,2022-04-06 23:23:48,51.2585,-80.6094,33.8,44,0,13.8
540,Hovd,MN,2022-04-06 23:23:49,48.0056,91.6419,42.44,23,71,8.37
541,Ust-Kulom,RU,2022-04-06 23:23:49,61.6864,53.6902,31.33,97,100,8.14
542,Labuhan,ID,2022-04-06 23:23:49,-6.8844,112.2051,76.8,87,64,12.06
543,Makakilo City,US,2022-04-06 23:23:50,21.3469,-158.0858,82.72,53,20,18.41
544,Beverly Hills,US,2022-04-06 23:21:22,34.0736,-118.4004,99.18,47,0,13.8
545,Litovko,RU,2022-04-06 23:23:50,49.2361,135.1742,25.74,79,93,12.73
546,Kurilsk,RU,2022-04-06 23:23:50,45.2333,147.8833,33.49,65,22,10.6
547,Wad Rawah,SD,2022-04-06 23:23:51,15.1603,33.1397,91.33,15,0,15.05
548,Port-Gentil,GA,2022-04-06 23:23:51,-0.7193,8.7815,80.56,89,40,6.91
549,Rafai,CF,2022-04-06 23:23:51,4.95,23.9167,69.78,97,96,4.47
550,Ugoofaaru,MV,2022-04-06 23:21:19,5.6667,73.0,83.08,70,20,5.1
551,Nara,JP,2022-04-06 23:23:52,34.6851,135.8049,56.97,50,50,0.67
552,Novikovo,RU,2022-04-06 23:23:52,51.1537,37.8879,42.37,89,100,4.65
553,Muisne,EC,2022-04-06 23:23:52,0.6,-80.0333,78.46,84,82,8.99
554,Abong Mbang,CM,2022-04-06 23:23:52,3.9833,13.1833,69.91,85,66,2.62
555,Lakatoro,VU,2022-04-06 23:24:53,-16.0999,167.4164,80.83,81,100,13.82
556,Matara,LK,2022-04-06 23:24:53,5.9485,80.5353,75.34,84,100,4.7
557,Baykit,RU,2022-04-06 23:24:53,61.67,96.37,32.43,90,98,5.77
558,Pangnirtung,CA,2022-04-06 23:24:54,66.1451,-65.7125,-0.11,92,16,3.38
559,Waingapu,ID,2022-04-06 23:24:54,-9.6567,120.2641,78.67,79,72,3.83
560,North Las Vegas,US,2022-04-06 23:24:49,36.1989,-115.1175,81.79,7,0,24.16
561,Uspantan,GT,2022-04-06 23:24:54,15.3833,-90.8333,70.39,53,44,3.42
562,Dunedin,NZ,2022-04-06 23:24:55,-45.8742,170.5036,54.81,54,89,5.01
563,Asyut,EG,2022-04-06 23:24:55,27.181,31.1837,81.18,15,2,6.55
564,Kadom,RU,2022-04-06 23:24:55,54.5592,42.4675,28.44,96,100,6.85
565,Aykino,RU,2022-04-06 23:24:56,62.2248,49.9922,31.44,98,100,7.43
566,Verkh-Usugli,RU,2022-04-06 23:24:56,52.7,115.1667,20.03,68,75,1.3
567,Ahuimanu,US,2022-04-06 23:24:56,21.4447,-157.8378,83.91,65,40,18.41
568,Nizwa,OM,2022-04-06 23:24:57,22.9333,57.5333,77.09,26,2,1.23
569,Savona,IT,2022-04-06 23:24:57,44.3,8.2667,48.27,85,89,1.7
570,Dreznica,BA,2022-04-06 23:24:57,43.5289,17.2819,35.2,99,100,8.9
571,Saint-Augustin,CA,2022-04-06 23:24:57,51.226,-58.6502,36.07,85,100,13.47
572,Lingao,CN,2022-04-06 23:24:58,19.9103,109.6859,68.58,74,40,2.84
573,Hervey Bay,AU,2022-04-06 23:24:58,-25.2986,152.8535,78.03,71,44,10.0
574,Acapulco,MX,2022-04-06 23:21:05,16.8634,-99.8901,78.62,78,100,13.8
